id,type,text1,text2,text3,notes
LTA_Epattcudxxiv,SHIP,"It is a mystery how the “Epattcud XXIV” came to fruition, whether the long term project of a successful raid captain, an experiment commissioned by a pirate lord, or a desperate attempt to recycle Onslaught parts. Regardless of its origin, the ship boasts an incredible array of weaponry, including a jury-rigged Thermal Pulse Turret that while cumbersome, functions as a surprisingly competent feat of engineering.

It is hard to say whether this ship, constructed from the remains of an Apogee class cruiser, is designed to be a missile boat or a warship. It is often seen sprouting bristling arrays of missiles, though just as often cheaply acquired ballistic ordnance occupies the otherwise rack-fed mounts. Due to its construction parameters the ship is comparatively hard to maintain, and is not common in smaller pirate fleets, even being the competent fleet anchor that it is.

Epattcud is a name given to a variety of often pirate-constructed designs derived entirely or predominantly of scrap parts and materials.  

Due to the many issues with haphazardly slapping scrap plating and cheap flux cores onto even cheaper chassis, crew on ships like these are often required to wear atmosphere-sealed suits when venturing outside of their quarters and the bridge, as aside from these two sections of the ship, many areas are not fully flushed with atmosphere, and some are even left with blatant holes leading to outer space. 

These ships vary in almost every way, and can pose a threat, or a weak link in their fleet, depending on their loadout and hull specifications.

Some more adventurous pirate lords invest in the development of semi-intelligently-planned part-autofactory-built Epattcud designs, the result of which are far more effective and dangerous ships, which often wreak havoc on underprepared fleets. This method even proves cost effective, as it routes most of the monetary costs of requisitioning large amounts of time from one of the few pirate-owned autofactories.",,,
LTA_Epattcudxxv,SHIP,"The “Epattcud XXV” is a pirate-designed destroyer centered around two large weapons emplacements which often harasses larger independent and Hegemony convoys. With an Enforcer's flux core installed at its heart, this ship is vastly underfluxed for its armnament, but makes up for it with a system that can keep it competing in larger engagements, where other destroyers are often outclassed by larger vessels.

An old Hegemony design that had been thrown out for its inefficiency, there have been many attempts to re-tool the ship over the years, which eventually led to a blueprint redesign that included some rerouted flux to some light point-defence emplacements and a rickety missile mounting point fed directly from the cargo holds, which now keep it relevant amidst the slough of other pirate ships of better maneuverability and stature.

Epattcud is a name given to a variety of often pirate-constructed designs derived entirely or predominantly of scrap parts and materials.  

Due to the many issues with haphazardly slapping scrap plating and cheap flux cores onto even cheaper chassis, crew on ships like these are often required to wear atmosphere-sealed suits when venturing outside of their quarters and the bridge, as aside from these two sections of the ship, many areas are not fully flushed with atmosphere, and some are even left with blatant holes leading to outer space. 

These ships vary in almost every way, and can pose a threat, or a weak link in their fleet, depending on their loadout and hull specifications.

Some more adventurous pirate lords invest in the development of semi-intelligently-planned part-autofactory-built Epattcud designs, the result of which are far more effective and dangerous ships, which often wreak havoc on underprepared fleets. This method even proves cost effective, as it routes most of the monetary costs of requisitioning large amounts of time from one of the few pirate-owned autofactories.",,,
LTA_Epattcudxxvi,SHIP,"The “Epattcud XXVI” appears to be a tiny bundle of scaffolding holding together some improvised ammo-feeders and flux sinks, two engines, a shield generator and a cockpit. The automated systems are fairly robust, being that there isn't much to automate, and as such it is known for being deceptively potent for its cost, if fragile and under-gunned.

It is hard to say whether this ship arose from necessity or desperation, but in time the underslung mounting under the ship has been replaced with a  built-in Snapcracker Gun, the kind normally seen on some unique fighter blueprints.

Epattcud is a name given to a variety of often pirate-constructed designs derived entirely or predominantly of scrap parts and materials.  

Due to the many issues with haphazardly slapping scrap plating and cheap flux cores onto even cheaper chassis, crew on ships like these are often required to wear atmosphere-sealed suits when venturing outside of their quarters and the bridge, as aside from these two sections of the ship, many areas are not fully flushed with atmosphere, and some are even left with blatant holes leading to outer space. 

These ships vary in almost every way, and can pose a threat, or a weak link in their fleet, depending on their loadout and hull specifications.

Some more adventurous pirate lords invest in the development of semi-intelligently-planned part-autofactory-built Epattcud designs, the result of which are far more effective and dangerous ships, which often wreak havoc on underprepared fleets. This method even proves cost effective, as it routes most of the monetary costs of requisitioning large amounts of time from one of the few pirate-owned autofactories.",,,
LTA_Epattcudxxvii,SHIP,"The “Epattcud XXVII” appears to be the dessicated husk of a lost Tri-Tachyon Paragon, with most of its essential systems missing, likely from a ship graveyard. With its shield system gutted, the hull has been built over with a number of autofactory-assembled large-scale parts along with, though somewhat disturbingly, jury-rigged Thermal Pulse Turrets that have been installed into the remains of the Paragons flanks, and armor segments from a station have been welded and scaffolded hap-hazardly onto the hull.

While the initial blueprints do in fact include a shield generator, the shield was incredibly inefficient to run due to the complex micro-adjustments required to project through several layers of poorly-attached scaffolded station plating, seeing this, the designers decided to remove it from the design, effectively rendering it shieldless as even installing a modular shield is nigh impossible due to the incredible flux stress. Despite this, the “Caldera” is able to project its ordnance with potency thanks to an improvised weapons clamp system installed onto its mounts.

Epattcud is a name given to a variety of often pirate-constructed designs derived entirely or predominantly of scrap parts and materials.  

Due to the many issues with haphazardly slapping scrap plating and cheap flux cores onto even cheaper chassis, crew on ships like these are often required to wear atmosphere-sealed suits when venturing outside of their quarters and the bridge, as aside from these two sections of the ship, many areas are not fully flushed with atmosphere, and some are even left with blatant holes leading to outer space. 

These ships vary in almost every way, and can pose a threat, or a weak link in their fleet, depending on their loadout and hull specifications.

Some more adventurous pirate lords invest in the development of semi-intelligently-planned part-autofactory-built Epattcud designs, the result of which are far more effective and dangerous ships, which often wreak havoc on underprepared fleets. This method even proves cost effective, as it routes most of the monetary costs of requisitioning large amounts of time from one of the few pirate-owned autofactories.",,,
LTA_Epattcudxxviii,SHIP,"An autofactory accident gone right, the “Epattcud XXVIII” appears to be made using a corrupt blueprint that formed due to bad programming. The design features spacious interior segments, with a skin of Enforcer parts, flux coils and ammo feeders distributed throughout the front. Pirates have altered this clear “mistake” of a ship design to have functional weapons emplacements and reasonably competent engines, and often run this in their larger fleets. Crew on such a ship are instructed to migrate to the back of the ship during combat, as the front is used as a large gun platform and armor emplacement and has a tendency to fall off when faced with heavy fire.

To mitigate the erroneous features of this design, a combat rated ammofeeder system has been installed on the front of the ship, and an array of small annihilator tubes have been rigged to fire through small ports on the front on the vessel; though these alterations are notably unstable and ill advised.

Epattcud is a name given to a variety of often pirate-constructed designs derived entirely or predominantly of scrap parts and materials.  

Due to the many issues with haphazardly slapping scrap plating and cheap flux cores onto even cheaper chassis, crew on ships like these are often required to wear atmosphere-sealed suits when venturing outside of their quarters and the bridge, as aside from these two sections of the ship, many areas are not fully flushed with atmosphere, and some are even left with blatant holes leading to outer space. 

These ships vary in almost every way, and can pose a threat, or a weak link in their fleet, depending on their loadout and hull specifications.

Some more adventurous pirate lords invest in the development of semi-intelligently-planned part-autofactory-built Epattcud designs, the result of which are far more effective and dangerous ships, which often wreak havoc on underprepared fleets. This method even proves cost effective, as it routes most of the monetary costs of requisitioning large amounts of time from one of the few pirate-owned autofactories.",,,
,,,,,
,,,,,
LTA_Epattcudvi_Upcycled,SHIP,"Upcycling is a seldom-done process, taking designs that are ad-hoc or comprised of multiple autofactory chips and consolidating and refining them into one singular design that can be replicated at a large scale orbital works or nanoforge, often drastically decreasing the efficiency of maintenance on board the vessel in exchange for battlefield survivability and systems improvements. In this case, it appears some design chips for the two segments of an Epattcud VI Warship otherwise nicknamed as “Mitigator” warships, have been reconstructed and improved in-software and manufactured as a single piece from one chip, with massive improvements across the board to the previously already functional design. Engine substrata have been realigned and compressed to make space for a simmilar Mass-Driver system seen built on the uncommon “Colatlus” pirate capital. 

“Epattcud VI” is the name assigned to the warship of unknown origins that covered the pirate assault of Arcadia; little is known of its specifications, though it is thought to be made of mostly nanoforged or autofactory-constructed parts, assembled in two different sections, then joined together to form a full capital ship. The shadow it cast over the station is still etched into the minds of those who live there, and the destruction of the patrol fleets that tried to protect the docking ports has become a story often told in station bars on the fringe. The Hegemony response fleet sent from Corvus arrived to find a terrified populace, panicking amidst a raided station and gutted fuel storage, and has since issued a system warning code specifically for this ship.

??????L????????o????????n?????????g??????? ?????????l???????i?????????v????e????? ?????????T??????e???????c???????h????? ???????????D??????u????i?n?????????n?????.??????",,,
,,,,,
LTA_Skull,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.
  
The Skull was a more daring project of Huan-Gogel, intended to be the heavyweight superior compared to all drone classes before it. It is bigger, tougher, more heavily armed - and incredibly more lucrative per-unit to the HGA bottom-line than nearly all competitors.    

Notably however, the Skull also poses a bigger and easier to hit target, and without the extra speed that Burn Drive affords, it struggles to avoid dangerous fleet maneuvers, or fully take advantage of vulnerabilities in enemy ranks.",,,
,,,,,
LTA_Scourerxiv,SHIP,"An ancient cruiser design so highly armoured that it was given a completely unique ship classification: Super Heavy Light Cruiser.    
  
The design has proved so difficult to find regular blueprints of that the only version present in the persean sector after the collapse is the one maintained by the fourteenth battlegroup, who took a liking to the design pre-collapse due to its survivability and overall usefulness as a command ship.
  
Hegemony commanders of such ships often comment on how safe they feel whilst captaining from the bridge, as several super-thick layers of metal plating separate them from any and all projectiles; this ship is also one of the few designs to include a microshielded bridge, which allows the ship to sport venerable Solar Shielding. This has enabled the design to age incredibly well, still bolstering the Hegemony fleets to this day.  
It is worth noting that this model also supports a 360* large turret, a rarity among such large ships.",,,
LTA_Cravantia,SHIP,"The Cravantia class is one of the more rare ships of the sector, its design is known to have stemmed from a line of escort ships developed early epoch alongside the Legion, but apart from that, little is known about its conception.  
    
It is thought that the United Earth Directorate had a hand in funding its development, as its design exemplifies their doctrine of defense and full turret coverage, solidified by the discovery that the first recovered blueprints contained several corrupted data files coded with the data tag: U.E Licensing .  

In combat, the Cravantia boasts generous turret arcs, and a high number of small hardpoints, alongside a powerful and highly potent frontal weapons array, consisting of both medium and small composite mounts.  
  
",,,
LTA_Tappah_Wing,SHIP,"The Tappah fighter originates from a mildly successful freight corvette, which has now been converted into an incredibly effective large fighter. 
The design was originally designed in a last ditch attempt to secure fighter space by Mackie Corbyn on the battle of Blyth, its presence as a master chip provides ample example of his engineering genius.

Inside the Tappah, all previous cargo bays have been removed from the blueprint, now replaced by missile stockpiles, autoloaders and a large old-style drone control AI. This enables the LPC to be used within Hegemony restrictions, as the level of intelligence held by the inefficient system barely scratches low-gamma.",,,
LTA_Tappahlp_Wing,SHIP,"The Tappah fighter originates from a mildly successful freight corvette, which has now been converted into an incredibly effective large fighter. 
The design was originally designed in a last ditch attempt to secure fighter space by Mackie Corbyn on the battle of Blyth, its presence as a master chip provides ample example of his engineering genius.

Inside the Tappah, all previous cargo bays have been removed from the blueprint, now replaced by missile stockpiles, autoloaders and a large old-style drone control AI. This enables the LPC to be used within Hegemony restrictions, as the level of intelligence held by the inefficient system barely scratches low-gamma.

The Luddic path, after finding an alterable master-chip of the design, seem to have elected to strip out the missile launchers and the ammo compartments for the vulcan cannon, and replace them with comparatively lightweight systems, instead programming the installation of several more hammer missile bays.
Due to the extreme modifications, most of the drone control circuits appear to have been needed to be stripped to make space, and in their place they have retrofitted a man-operated control pod.",,,
LTA_Corsair,SHIP,"The Corsair was a development specifically piloted by the Hegemony, in an attempt  to recycle Onslaught parts and ensure defensive superiority in Jangala and Eventide space. Pilots value its reliability and ability to wreak havok on the battlefield, when they happen to not be cursing its 'semi-obnoxious lack of speed and maneuverability'.",,"
  
",
,,,,,
LTA_Mason,SHIP,"The Mason class cruiser is a very recent post-collapse-oriented development by the Hegemony, aimed to fulfil many roles, especially within military blockades and escort fleets, boasting a highly versatile turret and hardpoint layout, ample cargo and fuel space, and reliable, flux-light, 'built to last' systems. However, this does come at a cost, as the ship has no interior or exterior space for missile stockpiles, and the armour plating on both the exterior and interior of the ship is thinner than that of many older designs in order to reduce accelerative engine load.",,,
LTA_Mask,SHIP,"The Mask class frigate is now considered the 'missing link' of pre domain tech, marking one of the last remaining blueprints manufactured by the previous powerhouse factions.  
It exemplifies the pre domain doctrines, and was considered an elite vessel before the movement towards increased multi-directional firepower and improved strike capabilities within their smaller vessels seen within the early epochs.",,,
LTA_Barbican,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.
  
The Barbican class was a siege drone designed to fill in for mothership anti-asteroid fire whilst attached to the front of its hull, and fill in the first line in defence of the mothership. It remains to be one of the largest combat ships motherships are able to efficiently construct, and its power is undeniable.

The Barbican boasts immense frontal ordnance, and carries pre-set custom fighters, designed well before fighter warfare was highly offensive and as such are large and bizarrely armed. Despite this, they are a force to be reckoned with, especially whilst backed up by the Barbican's frontal array.",,,
LTA_Defender,SHIP,"The Defender is an old design, still widely used in many fleets thanks to a versatile turret layout and competent system.  
  
After the collapse it gained popularity as being a fairly cheap cruiser to manufacture, and the Hegemony took full control of the remaining blueprints.",,,
LTA_Portcullis,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.

The Portcullis drone was designed to protect survey ships within asteroid fields, As the impact of rock on metal often killed sensors and rendered surveying equipment useless.",,,
LTA_Bastion,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.

The Bastion drone was designed to block comets within the orbit of potential habitable planets, thus owing to their unusual proportions.",,,
,,,,,
,,,,,
